game,app_id,date,avg_ccu,peak_ccu,source,review_count,positive_count,negative_count,positive_ratio,avg_sentiment_score,avg_ccu_change,avg_ccu_pct_change,peak_ccu_change
Z1 Battle Royale,433850,2016-09-01,9658.93,24677,steamcharts,,,,,,1213.83,0.14373186818391726,10445.0
Z1 Battle Royale,433850,2016-10-01,15579.54,27893,steamcharts,,,,,,5920.610000000001,0.6129674819053457,3216.0
Z1 Battle Royale,433850,2016-11-01,16185.32,27399,steamcharts,,,,,,605.7799999999988,0.038883047894867184,-494.0
Z1 Battle Royale,433850,2016-12-01,21057.4,40645,steamcharts,,,,,,4872.080000000002,0.30101845375933256,13246.0
Z1 Battle Royale,433850,2017-01-01,29943.92,50537,steamcharts,,,,,,8886.519999999997,0.4220141138032234,9892.0
Z1 Battle Royale,433850,2017-02-01,41964.14,97404,steamcharts,,,,,,12020.220000000001,0.40142439600426405,46867.0
Z1 Battle Royale,433850,2017-03-01,62621.01,123838,steamcharts,,,,,,20656.870000000003,0.4922505262826786,26434.0
Z1 Battle Royale,433850,2017-04-01,69158.12,137985,steamcharts,,,,,,6537.109999999993,0.10439164108020593,14147.0
Z1 Battle Royale,433850,2017-05-01,68237.59,124069,steamcharts,,,,,,-920.5299999999988,-0.013310512200158109,-13916.0
Z1 Battle Royale,433850,2017-06-01,71254.26,134487,steamcharts,,,,,,3016.6699999999983,0.044208331507604504,10418.0
Z1 Battle Royale,433850,2017-07-01,86807.87,150179,steamcharts,,,,,,15553.61,0.2182832296623387,15692.0
Z1 Battle Royale,433850,2017-08-01,72379.84,141064,steamcharts,,,,,,-14428.029999999999,-0.16620647413650402,-9115.0
Z1 Battle Royale,433850,2017-09-01,46491.72,105111,steamcharts,,,,,,-25888.119999999995,-0.357670312617436,-35953.0
Z1 Battle Royale,433850,2017-10-01,31263.39,63253,steamcharts,,,,,,-15228.330000000002,-0.3275492926482393,-41858.0
Z1 Battle Royale,433850,2017-11-01,20748.28,42289,steamcharts,,,,,,-10515.11,-0.33633940529162065,-20964.0
Z1 Battle Royale,433850,2017-12-01,19106.42,43250,steamcharts,,,,,,-1641.8600000000006,-0.07913234253634527,961.0
Z1 Battle Royale,433850,2018-01-01,12146.55,23231,steamcharts,,,,,,-6959.869999999999,-0.3642686594348915,-20019.0
Z1 Battle Royale,433850,2018-02-01,7162.68,14518,steamcharts,,,,,,-4983.869999999999,-0.4103115699519616,-8713.0
Z1 Battle Royale,433850,2018-03-01,13673.01,41891,steamcharts,,,,,,6510.33,0.908923754795691,27373.0
Z1 Battle Royale,433850,2018-04-01,6798.93,14339,steamcharts,,,,,,-6874.08,-0.5027481147165108,-27552.0
Z1 Battle Royale,433850,2018-05-01,5159.27,9446,steamcharts,,,,,,-1639.6599999999999,-0.24116441851879633,-4893.0
Z1 Battle Royale,433850,2018-06-01,5877.05,11302,steamcharts,,,,,,717.7799999999997,0.13912433348128705,1856.0
Z1 Battle Royale,433850,2018-07-01,4794.47,9985,steamcharts,,,,,,-1082.58,-0.18420466050144202,-1317.0
Z1 Battle Royale,433850,2018-08-01,3154.24,5914,steamcharts,,,,,,-1640.2300000000005,-0.3421087210890882,-4071.0
Z1 Battle Royale,433850,2018-09-01,2935.33,7001,steamcharts,,,,,,-218.90999999999985,-0.06940182104088466,1087.0
Z1 Battle Royale,433850,2018-10-01,2454.17,4927,steamcharts,,,,,,-481.15999999999985,-0.16392024065437272,-2074.0
Z1 Battle Royale,433850,2018-11-01,2984.65,8534,steamcharts,,,,,,530.48,0.21615454512116106,3607.0
Z1 Battle Royale,433850,2018-12-01,1854.7,4010,steamcharts,,,,,,-1129.95,-0.3785871040155462,-4524.0
Z1 Battle Royale,433850,2019-01-01,1673.0,3574,steamcharts,,,,,,-181.70000000000005,-0.09796732625222415,-436.0
Z1 Battle Royale,433850,2019-02-01,1079.08,2050,steamcharts,,,,,,-593.9200000000001,-0.35500298864315605,-1524.0
Z1 Battle Royale,433850,2019-03-01,4294.8,12731,steamcharts,,,,,,3215.7200000000003,2.9800570856655675,10681.0
Z1 Battle Royale,433850,2019-04-01,1648.93,4694,steamcharts,,,,,,-2645.87,-0.6160636118096303,-8037.0
Z1 Battle Royale,433850,2019-05-01,1145.39,3416,steamcharts,,,,,,-503.53999999999996,-0.3053737878503029,-1278.0
Z1 Battle Royale,433850,2019-06-01,782.07,1805,steamcharts,,,,,,-363.32000000000005,-0.3172020010651394,-1611.0
Z1 Battle Royale,433850,2019-07-01,542.38,1018,steamcharts,,,,,,-239.69000000000005,-0.3064815169997571,-787.0
Z1 Battle Royale,433850,2019-08-01,459.29,820,steamcharts,,,,,,-83.08999999999997,-0.1531951768133043,-198.0
Z1 Battle Royale,433850,2019-09-01,365.48,746,steamcharts,,,,,,-93.81,-0.20425003810228826,-74.0
Z1 Battle Royale,433850,2019-10-01,316.81,1201,steamcharts,,,,,,-48.670000000000016,-0.13316734157819854,455.0
Z1 Battle Royale,433850,2019-11-01,274.06,623,steamcharts,,,,,,-42.75,-0.1349389223825006,-578.0
Z1 Battle Royale,433850,2019-12-01,248.44,496,steamcharts,,,,,,-25.620000000000005,-0.09348317886594182,-127.0
Z1 Battle Royale,433850,2020-01-01,2525.85,9562,steamcharts,,,,,,2277.41,9.166841088391562,9066.0
Z1 Battle Royale,433850,2020-02-01,1709.8,6721,steamcharts,,,,,,-816.05,-0.32307935942356036,-2841.0
Z1 Battle Royale,433850,2020-03-01,469.54,1328,steamcharts,,,,,,-1240.26,-0.7253830857410224,-5393.0
Z1 Battle Royale,433850,2020-04-01,307.8,892,steamcharts,,,,,,-161.74,-0.3444647953316011,-436.0
Z1 Battle Royale,433850,2020-05-01,232.38,409,steamcharts,,,,,,-75.42000000000002,-0.24502923976608193,-483.0
Z1 Battle Royale,433850,2020-06-01,182.71,369,steamcharts,,,,,,-49.66999999999999,-0.21374472846200188,-40.0
Z1 Battle Royale,433850,2020-07-01,194.71,489,steamcharts,,,,,,12.0,0.06567785014503857,120.0
Z1 Battle Royale,433850,2020-08-01,248.27,535,steamcharts,,,,,,53.56,0.2750757536849673,46.0
Z1 Battle Royale,433850,2020-09-01,195.34,398,steamcharts,,,,,,-52.93000000000001,-0.21319531155596727,-137.0
Z1 Battle Royale,433850,2020-10-01,159.93,311,steamcharts,,,,,,-35.41,-0.18127367666632532,-87.0
Z1 Battle Royale,433850,2020-11-01,199.16,2028,steamcharts,,,,,,39.22999999999999,0.24529481648221085,1717.0
Z1 Battle Royale,433850,2020-12-01,198.97,442,steamcharts,,,,,,-0.18999999999999773,-0.0009540068286804093,-1586.0
Z1 Battle Royale,433850,2021-01-01,201.86,412,steamcharts,,,,,,2.890000000000015,0.014524802734080522,-30.0
Z1 Battle Royale,433850,2021-02-01,189.05,372,steamcharts,,,,,,-12.810000000000002,-0.06345982364014668,-40.0
Z1 Battle Royale,433850,2021-03-01,2236.22,7544,steamcharts,,,,,,2047.1699999999998,10.828722560169266,7172.0
Z1 Battle Royale,433850,2021-04-01,1023.61,3688,steamcharts,,,,,,-1212.6099999999997,-0.5422588117448193,-3856.0
Z1 Battle Royale,433850,2021-05-01,280.14,728,steamcharts,,,,,,-743.47,-0.726321548245914,-2960.0
Z1 Battle Royale,433850,2021-06-01,168.47,455,steamcharts,,,,,,-111.66999999999999,-0.3986221175126722,-273.0
Z1 Battle Royale,433850,2021-07-01,135.65,392,steamcharts,,,,,,-32.81999999999999,-0.19481213272392706,-63.0
Z1 Battle Royale,433850,2021-08-01,114.73,244,steamcharts,,,,,,-20.92,-0.1542204201990417,-148.0
Z1 Battle Royale,433850,2021-09-01,105.48,258,steamcharts,,,,,,-9.25,-0.08062407391266446,14.0
Z1 Battle Royale,433850,2021-10-01,102.48,549,steamcharts,,,,,,-3.0,-0.028441410693970437,291.0
Z1 Battle Royale,433850,2021-11-01,79.33,183,steamcharts,,,,,,-23.150000000000006,-0.22589773614363784,-366.0
Z1 Battle Royale,433850,2021-12-01,256.84,895,steamcharts,,,,,,177.51,2.237615025841422,712.0
Z1 Battle Royale,433850,2022-01-01,186.45,787,steamcharts,,,,,,-70.38999999999999,-0.2740616726366609,-108.0
Z1 Battle Royale,433850,2022-02-01,93.91,326,steamcharts,,,,,,-92.53999999999999,-0.4963260927862697,-461.0
Z1 Battle Royale,433850,2022-03-01,112.04,350,steamcharts,,,,,,18.13000000000001,0.1930571824086893,24.0
Z1 Battle Royale,433850,2022-04-01,88.54,257,steamcharts,,,,,,-23.5,-0.20974651910032127,-93.0
Z1 Battle Royale,433850,2022-05-01,88.0,264,steamcharts,,,,,,-0.5400000000000063,-0.006098938332956938,7.0
Z1 Battle Royale,433850,2022-06-01,96.93,271,steamcharts,,,,,,8.930000000000007,0.1014772727272728,7.0
Z1 Battle Royale,433850,2022-07-01,88.88,272,steamcharts,,,,,,-8.050000000000011,-0.08304962343959565,1.0
Z1 Battle Royale,433850,2022-08-01,96.55,322,steamcharts,,,,,,7.670000000000002,0.0862961296129614,50.0
Z1 Battle Royale,433850,2022-09-01,66.31,184,steamcharts,,,,,,-30.239999999999995,-0.313205592957017,-138.0
Z1 Battle Royale,433850,2022-10-01,56.13,189,steamcharts,,,,,,-10.18,-0.15352133916453026,5.0
Z1 Battle Royale,433850,2022-11-01,49.11,146,steamcharts,,,,,,-7.020000000000003,-0.125066809192945,-43.0
Z1 Battle Royale,433850,2022-12-01,48.61,161,steamcharts,,,,,,-0.5,-0.01018122581958869,15.0
Z1 Battle Royale,433850,2023-01-01,64.22,113,steamcharts,,,,,,15.61,0.32112734005348686,-48.0
Z1 Battle Royale,433850,2023-02-01,71.79,277,steamcharts,,,,,,7.570000000000007,0.11787605107443166,164.0
Z1 Battle Royale,433850,2023-03-01,211.66,530,steamcharts,,,,,,139.87,1.9483214932441841,253.0
Z1 Battle Royale,433850,2023-04-01,394.81,1365,steamcharts,,,,,,183.15,0.8653028441840689,835.0
Z1 Battle Royale,433850,2023-05-01,1062.22,1378,steamcharts,,,,,,667.4100000000001,1.6904587016539603,13.0
Z1 Battle Royale,433850,2023-06-01,964.01,1226,steamcharts,,,,,,-98.21000000000004,-0.09245730639603855,-152.0
Z1 Battle Royale,433850,2023-07-01,961.21,1113,steamcharts,,,,,,-2.7999999999999545,-0.0029045341853299877,-113.0
Z1 Battle Royale,433850,2023-08-01,1035.55,1493,steamcharts,,,,,,74.33999999999992,0.07734001935061019,380.0
Z1 Battle Royale,433850,2023-09-01,1027.66,1242,steamcharts,,,,,,-7.889999999999873,-0.0076191395876585855,-251.0
Z1 Battle Royale,433850,2023-10-01,531.33,1178,steamcharts,,,,,,-496.33000000000004,-0.48297102154409044,-64.0
Z1 Battle Royale,433850,2023-11-01,45.66,119,steamcharts,,,,,,-485.6700000000001,-0.914064705550223,-1059.0
Z1 Battle Royale,433850,2023-12-01,359.21,1140,steamcharts,,,,,,313.54999999999995,6.867060884800701,1021.0
Z1 Battle Royale,433850,2024-01-01,1007.79,1198,steamcharts,,,,,,648.5799999999999,1.8055733414994015,58.0
Z1 Battle Royale,433850,2024-02-01,1009.74,1268,steamcharts,,,,,,1.9500000000000455,0.0019349269192987517,70.0
Z1 Battle Royale,433850,2024-03-01,865.32,1202,steamcharts,,,,,,-144.41999999999996,-0.14302691782042898,-66.0
Z1 Battle Royale,433850,2024-04-01,1014.96,1183,steamcharts,,,,,,149.64,0.17293024545832747,-19.0
Z1 Battle Royale,433850,2024-05-01,1015.08,1151,steamcharts,,,,,,0.12000000000000455,0.00011823126034515852,-32.0
Z1 Battle Royale,433850,2024-06-01,869.69,1089,steamcharts,,,,,,-145.39,-0.14323009023919298,-62.0
Z1 Battle Royale,433850,2024-07-01,1017.71,1133,steamcharts,,,,,,148.01999999999998,0.1701985765042715,44.0
Z1 Battle Royale,433850,2024-08-01,432.42,1056,steamcharts,,,,,,-585.29,-0.5751048923563686,-77.0
Z1 Battle Royale,433850,2024-09-01,504.23,1016,steamcharts,,,,,,71.81,0.16606539938023213,-40.0
Z1 Battle Royale,433850,2024-10-01,503.13,551,steamcharts,,,,,,-1.1000000000000227,-0.0021815441366043187,-465.0
Z1 Battle Royale,433850,2024-11-01,751.68,822,steamcharts,,,,,,248.54999999999995,0.49400751296881507,271.0
Z1 Battle Royale,433850,2024-12-01,763.84,940,steamcharts,,,,,,12.160000000000082,0.01617709663686684,118.0
Z1 Battle Royale,433850,2025-01-01,841.35,1183,steamcharts,,,,,,77.50999999999999,0.1014741307080016,243.0
Z1 Battle Royale,433850,2025-02-01,810.57,1126,steamcharts,,,,,,-30.779999999999973,-0.03658406133000536,-57.0
Z1 Battle Royale,433850,2025-03-01,784.77,964,steamcharts,,,,,,-25.800000000000068,-0.03182945334764431,-162.0
Z1 Battle Royale,433850,2025-04-01,765.35,923,steamcharts,,,,,,-19.41999999999996,-0.024746103954024656,-41.0
Z1 Battle Royale,433850,2025-05-01,811.44,1113,steamcharts,,,,,,46.09000000000003,0.06022081400666357,190.0
Z1 Battle Royale,433850,2025-06-01,887.86,1029,steamcharts,,,,,,76.41999999999996,0.09417825101054911,-84.0
Z1 Battle Royale,433850,2025-07-01,972.24,1031,steamcharts,,,,,,84.38,0.09503750591309434,2.0
Z1 Battle Royale,433850,2025-08-01,958.79,1022,steamcharts,,,,,,-13.450000000000045,-0.013834032749115543,-9.0
Z1 Battle Royale,433850,2025-09-01,967.3,1138,steamcharts,,,,,,8.509999999999991,0.008875770502404068,116.0
Z1 Battle Royale,433850,2025-10-01,965.09,1017,steamcharts,,,,,,-2.2099999999999227,-0.002284710017574576,-121.0
Z1 Battle Royale,433850,2025-11-01,975.92,1084,steamcharts,,,,,,10.829999999999927,0.011221751339253183,67.0
Z1 Battle Royale,433850,2025-12-01,974.94,1077,steamcharts,,,,,,-0.9799999999999045,-0.0010041806705466394,-7.0
Z1 Battle Royale,433850,2026-01-01,987.65,1066,steamcharts,,,,,,12.709999999999923,0.01303669969434007,-11.0
Z1 Battle Royale,433850,2026-02-01,986.17,1187,steamcharts,,,,,,-1.4800000000000182,-0.0014985065559661725,121.0
Z1 Battle Royale,433850,2026-03-01,836.0,1035,steamcharts,,,,,,-150.16999999999996,-0.15227597675857096,-152.0
Z1 Battle Royale,433850,2026-04-01,238.45,1027,steamcharts,,,,,,-597.55,-0.7147727272727273,-8.0
New World,1063730,2021-10-01,410170.71,913027,steamcharts,,,,,,,,
New World,1063730,2021-11-01,155169.01,357188,steamcharts,,,,,,-255001.7,-0.6216965126544507,-555839.0
New World,1063730,2021-12-01,83175.96,145038,steamcharts,,,,,,-71993.05,-0.4639653884496653,-212150.0
New World,1063730,2022-01-01,65106.82,117042,steamcharts,,,,,,-18069.140000000007,-0.21723993326918023,-27996.0
New World,1063730,2022-02-01,32387.84,67943,steamcharts,,,,,,-32718.98,-0.5025430515574252,-49099.0
New World,1063730,2022-03-01,21039.39,34098,steamcharts,,,,,,-11348.45,-0.3503923077303087,-33845.0
New World,1063730,2022-04-01,21802.14,37734,steamcharts,,,,,,762.75,0.03625342749956162,3636.0
New World,1063730,2022-05-01,16575.47,28373,steamcharts,,,,,,-5226.669999999998,-0.23973197126520596,-9361.0
New World,1063730,2022-06-01,13615.35,22565,steamcharts,,,,,,-2960.120000000001,-0.17858437799953786,-5808.0
New World,1063730,2022-07-01,13298.85,26604,steamcharts,,,,,,-316.5,-0.023245821811411438,4039.0
New World,1063730,2022-08-01,16504.01,25505,steamcharts,,,,,,3205.159999999998,0.24101031292179376,-1099.0
New World,1063730,2022-09-01,25269.19,45745,steamcharts,,,,,,8765.18,0.5310939583773884,20240.0
New World,1063730,2022-10-01,34743.96,69605,steamcharts,,,,,,9474.77,0.3749534512186581,23860.0
New World,1063730,2022-11-01,67758.63,137755,steamcharts,,,,,,33014.670000000006,0.9502276079065255,68150.0
New World,1063730,2022-12-01,41772.17,73970,steamcharts,,,,,,-25986.460000000006,-0.3835151330539004,-63785.0
New World,1063730,2023-01-01,28509.0,49914,steamcharts,,,,,,-13263.169999999998,-0.31751211392656875,-24056.0
New World,1063730,2023-02-01,19073.19,32988,steamcharts,,,,,,-9435.810000000001,-0.33097653372619174,-16926.0
New World,1063730,2023-03-01,14959.92,24140,steamcharts,,,,,,-4113.269999999999,-0.21565716065325202,-8848.0
New World,1063730,2023-04-01,16910.26,28227,steamcharts,,,,,,1950.3399999999983,0.13037101802683426,4087.0
New World,1063730,2023-05-01,14328.13,23468,steamcharts,,,,,,-2582.129999999999,-0.15269605553078425,-4759.0
New World,1063730,2023-06-01,11352.77,20288,steamcharts,,,,,,-2975.3599999999988,-0.207658640729809,-3180.0
New World,1063730,2023-07-01,14827.43,25878,steamcharts,,,,,,3474.66,0.30606274944352796,5590.0
New World,1063730,2023-08-01,12044.27,20091,steamcharts,,,,,,-2783.16,-0.18770346580627928,-5787.0
New World,1063730,2023-09-01,14023.68,25912,steamcharts,,,,,,1979.4099999999999,0.16434453893843304,5821.0
New World,1063730,2023-10-01,37395.31,77642,steamcharts,,,,,,23371.629999999997,1.6665832363545086,51730.0
New World,1063730,2023-11-01,24532.44,45836,steamcharts,,,,,,-12862.869999999999,-0.34397013957097833,-31806.0
New World,1063730,2023-12-01,18224.74,30227,steamcharts,,,,,,-6307.699999999997,-0.25711669935807435,-15609.0
New World,1063730,2024-01-01,16347.25,29121,steamcharts,,,,,,-1877.4900000000016,-0.1030187536283097,-1106.0
New World,1063730,2024-02-01,10657.82,17532,steamcharts,,,,,,-5689.43,-0.34803590818027497,-11589.0
New World,1063730,2024-03-01,9129.22,14400,steamcharts,,,,,,-1528.6000000000004,-0.1434252032779687,-3132.0
New World,1063730,2024-04-01,7717.73,13046,steamcharts,,,,,,-1411.4899999999998,-0.15461233270750407,-1354.0
New World,1063730,2024-05-01,6181.73,9783,steamcharts,,,,,,-1536.0,-0.19902225136147544,-3263.0
New World,1063730,2024-06-01,5073.51,8466,steamcharts,,,,,,-1108.2199999999993,-0.17927343963582998,-1317.0
New World,1063730,2024-07-01,3640.92,6208,steamcharts,,,,,,-1432.5900000000001,-0.28236664557673097,-2258.0
New World,1063730,2024-08-01,3285.53,5095,steamcharts,,,,,,-355.3899999999999,-0.09760994473924167,-1113.0
New World,1063730,2024-09-01,4326.23,8711,steamcharts,,,,,,1040.6999999999994,0.3167525482950999,3616.0
New World,1063730,2024-10-01,20523.36,61364,steamcharts,,,,,,16197.130000000001,3.74393640652485,52653.0
New World,1063730,2024-11-01,22227.53,44245,steamcharts,,,,,,1704.1699999999983,0.08303562379649332,-17119.0
New World,1063730,2024-12-01,12453.1,25111,steamcharts,,,,,,-9774.429999999998,-0.43974431706986783,-19134.0
New World,1063730,2025-01-01,10042.66,17046,steamcharts,,,,,,-2410.4400000000005,-0.1935614425323815,-8065.0
New World,1063730,2025-02-01,8720.19,14588,steamcharts,,,,,,-1322.4699999999993,-0.1316852308053842,-2458.0
New World,1063730,2025-03-01,6882.99,11570,steamcharts,,,,,,-1837.2000000000007,-0.21068348281402127,-3018.0
New World,1063730,2025-04-01,5593.51,8509,steamcharts,,,,,,-1289.4799999999996,-0.18734300064361553,-3061.0
New World,1063730,2025-05-01,5914.14,9633,steamcharts,,,,,,320.6300000000001,0.05732178900189688,1124.0
New World,1063730,2025-06-01,5328.53,9253,steamcharts,,,,,,-585.6100000000006,-0.09901862316414567,-380.0
New World,1063730,2025-07-01,6042.29,10969,steamcharts,,,,,,713.7600000000002,0.13395063929451467,1716.0
New World,1063730,2025-08-01,8497.58,13351,steamcharts,,,,,,2455.29,0.406350903382658,2382.0
New World,1063730,2025-09-01,9062.51,17482,steamcharts,,,,,,564.9300000000003,0.06648128055281632,4131.0
New World,1063730,2025-10-01,21285.96,50987,steamcharts,,,,,,12223.449999999999,1.3487929944353163,33505.0
New World,1063730,2025-11-01,3712.2,9582,steamcharts,,,,,,-17573.76,-0.8256033554511988,-41405.0
New World,1063730,2025-12-01,1222.01,2278,steamcharts,,,,,,-2490.1899999999996,-0.6708124562254189,-7304.0
New World,1063730,2026-01-01,933.55,1703,steamcharts,,,,,,-288.46000000000004,-0.23605371478138482,-575.0
New World,1063730,2026-02-01,738.5,1367,steamcharts,,,,,,-195.04999999999995,-0.20893364040490592,-336.0
New World,1063730,2026-03-01,581.71,1093,steamcharts,,,,,,-156.78999999999996,-0.2123087339201083,-274.0
New World,1063730,2026-04-01,579.27,975,steamcharts,,,,,,-2.4400000000000546,-0.004194529920407142,-118.0
